id,nameOld,nameNew,nameEn,lat,lon
0,Ἀμπροβίτσα,Ἀμπροβίτσα,Amprovitsa,39.548355, 20.992273
1,Αράχοβα,Ριζό,Rizo,39.6266574, 20.4115136
2,Αραχωβίτσα,Λευκοθέα,Lefkothea,39.6880964, 20.6585929
3,Αρδομίστα,Λογγάδες,Longades,39.6596027, 20.9402342
4,Άρδοση,Άρδοση,Ardosi, 39.4267883, 20.7189359
5,
6,Αρμάτοβο,Άρματα,Armata,40.0341020, 20.9674509
7,
8,
9,
10,Βάλτιστα,Χαραυγή,Charavgi, 39.8674930, 20.3969054
11,
12,
13,Βαλτσώρα,Πηγάδια,Pigadia, 39.4621451, 20.9668832
14,Βάνιστα,Κρύα,Krya,39.7195173, 20.8384296
15,Βαρπόβα,Δοβλά,Dovla, 39.5735562, 20.5470122
16,Βασταβέτσι,Πετροβούνι,Petrovouni,39.5739829, 21.0073426
17,Βίτσα,Βίτσα,Vitsa, 39.8735630, 20.7506323
18,
19,Βελλά,Βελλά,Vella,39.871288,20.625664
20,Βέλλιανη,Χρυσαυγή,Chrysavgi,39.4396307, 20.5337463
21,
22,Βελτσίστα,Κληματιά,Klimatia,39.7045231, 20.6720315
23,Βέρβα,Βέρβα,Vervë, 39.6796608, 20.2148140
24,
25,Βερνίκο,Βερενίκη,Vereniki, 39.5541719, 20.5529307
26,Βήσσανη,Βήσσανη,Vissani,39.9459301, 20.5334015
27,
28,
29,
30,
31,Βοϊνίκου,Προδρόμι,Prodromi,39.4271631, 20.5438625
32,Βομπλό,Σταυροδρόμι,Stavrodromi,39.9348122, 20.4122785
33,
34,
35,Βορτόπια,Αναβρυτό,Anavryto, 39.7008768, 20.4225975
36,Βοστίνα,Πωγωνιανή,Pogoniani,40.0038120, 20.4228591
37,Βοδίβιστα,Αμπελιά,Ampelia,39.5662353, 20.8341675
38,
39,
40,
41,
42,Βούρμπιανη,Βούρμπιανη,Vourmpiani,40.2395942, 20.7899779
43,
44,
45,
46,Βράνια,Βράνια,Vrania,39.675406,20.503299
47,Βράνιστα,Τράπεζα,Trapeza,40.1094086, 20.7584188
48,
49,
50,Βριάζα,Δίστρατο,Distrato,40.0273916, 21.0176036
51,
52,
53,
54,Βροσίνα,Βροσίνα,Vrosina,39.6457586, 20.5151375
55,
56,Γαβρισιοί,Γαβρισιοί,Gavrisii,39.8067212, 20.6945818
57,Μέγα Γαρδίκι,Μεγάλο Γαρδίκι,Megalo Gardiki, 39.7147994, 20.7560588
58,Γαρδίκι,Γαρδίκι,Gardiki,39.359011,20.564135
59,Γαρδίκι,Γαρδίκι,Gardiki,39.7163342, 20.4464935
60,
61,Γιάννιστα,Βασιλική,Vasiliki,39.6419974, 20.9475201
62,
63,
64,
65,
66,
67,Γκόλιο,Γκόλιο,Golio,40.2251553, 20.7252788
68,Γκόριτσα,Γκόριτσα,Goritsa,40.1449470, 20.7145278
69,
70,
71,
72,
73,
74,
75,Γκρίμπιανη,Αρετή,Areti,39.8297720, 20.5799188
76,Γκρίμποβο,Γκρίμποβο,Gribovo,39.6677472,20.5479622
77,
78,Γλαβίτσα,Αυλότοπος,Avlotopos,39.417357,20.6258043
79,
80,
81,Γλουμπουτσάρι,Γλουμπουτσάρι,Gloumpoutsari (?),39.45160,20.35383
82,Γολά,Γολά,Gola,39.5701138,20.4418801
83,
84,Γορίτσα,Γορίτσα,Goritsa,39.5824306, 20.9191448
85,Γορίτσα,Καλλιθέα,Kallithea,40.0090922, 20.6887106
86,Ηγουμενίτσα,Ηγουμενίτσα,Igoumenitsa,39.5045005,20.2639166
87,Γιουργάνιστα,Άγιος Χριστόφορος,Agios Christoforos,39.6365387,20.6272005
88,
89,
90,Γρανίτσα,Γρανίτσα,Granitsa,39.6112509, 20.5871297
91,Γράσδανη,Καταμάχη,Katamachi,39.4819410, 20.6626237
92,Γρατσανά,Ασπροχώρι,Asprochori,39.5009037, 20.7088446
93,Γρεβενίτι,Γρεβενίτι,Greveniti,39.8057235, 21.0040764
94,
95,
96,
97,Δέντσικο,Αετομηλίτσα,Aetomilitsa,40.3101349, 20.8553882
98,Δερβίζιανα,Δερβίζιανα,Derviziana,39.4010420, 20.7820814
99,
100,Δοβρά,Ασπράγγελοι,Aspraggeli,39.8224985, 20.7288145
101,Ντομπρίνοβο,Ηλιοχώρι,Iliochori,39.9804795, 20.9104572
102,Δόβρο,Πετράλωνα,Petralona,39.6645572, 20.7398686
103,Δόλιανη,Δόλιανη,Doliani,39.8215134, 20.9512317
104,Δολιανά,Δολιανά,Doliana,39.9019890, 20.5793221
105,Δολό,Δολό,Dolo (?),39.9911977, 20.4414754
106,Δομολεσσά,Δομολεσσά,Domolessa,39.5814339, 20.6222436
107,
108,
109,Δράγανη,Αμπελιά,Ampelia,39.4331137,20.4340728
110,Δραγάρι,Καστανώνας,Kastanonas,39.8479166, 20.9538381
111,Δραγοβέτσι,Έλαφος,Elafos,39.4393326, 20.7285289
112,Δραγουμή,Ζερβοχώρι,Zervochori,39.4123586,20.5632425
113,Δραγοψά,Δραγοψά,Dragopsa,39.5945241, 20.6836354
114,
115,
116,Δρεστενίκος,Τρίστενο,Tristeno,39.7930375, 21.0007271
117,
118,Έλεσνα,Αρτοπούλα,Artopoula,39.4947092, 20.6861079
119,
120,
121,Ζάβροχο,Ζάβροχο,Zavrocho,39.9141089, 20.3986584
122,
123,Ζαγόριανη,Χρυσορράχη,Chrysorrachi,39.8306570, 20.6137321
124,Ζαγόρτσα,Πολύγυρος,Polygyros,39.5769548, 20.6651184
125,Ζάλογγο,Ζάλογγο,Zalongo, 39.5993688, 20.5384657
126,
127,
128,
129,
130,Ζαραβίνα,Ζαραβίνα,Zaravina,39.9149621, 20.5395957
131,Ζαραβούτσι,Άγιος Νικόλαος,Agios Nikolaos,39.5437973, 20.6338821
132,
133,
134,Ζελεσσό,Ξηρόλοφος,Xirolofos,39.4121378, 20.5059872
135,Ζελίστα,Φωτεινό,Fotino,39.7496643, 20.5351464
136,Ζέλιστα,Εξοχή,Exochi,40.0979223, 20.7401840
137,Ζέλοβα,Βουνοπλαγιά,Vounoplagia,39.6910579, 20.7858877
138,
139,
140,
141,
142,
143,Ζίτσα,Ζίτσα,Zitsa,39.7520691, 20.6489231
144,
145,
146,
147,Ζόργιανη,Ζόργιανη,Zorgiani,39.5920159, 20.6463367
148,Ζώριστα,Πεντόλακκος,Pentolakkos, 39.4410460, 20.8175222
149,Γιρομέρι,Γιρομέρι,Giromeri,39.6401472,20.3234529
150,Ίσβορος,Αμάραντος,Amarantos,40.1618695, 20.7263565
